Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Water Temperature (C),date,Upwelling Index,ONI
2751.519801980198,690.0,10.59,1.48,110.0,0.0,5357.782178217822,7.93,0.314304457142857,1.79,4504.69801980198,26436.712871287127,0.0,18.46,11.5,2013-11-27,-78.0,-0.2
0.0,0.0,1.34,1.6,533.0,0.0,0.0,0.79,0.14,0.49,533.0,2132.0,0.0,4.86,14.861139896373055,2013-12-01,28.0,-0.3
0.0,0.0,3.392,2.51,696.0,0.0,0.0,0.851,0.144,0.479,2784.0,4409.0,0.0,3.322,15.0,2013-12-02,79.0,-0.3
0.0,0.0,0.7,3.1,0.0,0.0,0.0,0.33,0.3411355548387098,0.35,5200.0,7800.0,0.0,7.699838027027026,16.9,2013-12-02,42.0,-0.3
0.0,0.0,5.178586145833333,3.4142487393617085,0.0,0.0,0.0,2.6215399621621613,0.3411355548387098,0.7451005260416669,2992.0,5236.0,4114.0,7.699838027027026,16.5,2013-12-02,79.0,-0.3
0.0,0.0,0.67,1.36,0.0,0.0,0.0,0.56,0.06,0.34,1200.0,8000.0,2400.0,2.28,16.5,2013-12-02,42.0,-0.3
4571.891304347826,1820.0,9.12,1.9,1100.0,0.0,2030.125,7.91,0.3411355548387098,1.53,3853.8478260869565,11095.0,0.0,18.04,11.4,2013-12-04,43.0,-0.3
0.0,0.0,3.03,2.58,0.0,0.0,0.0,8.44,0.31,1.14,1599.0,0.0,0.0,12.89,12.7,2013-12-08,-6.0,-0.3
0.0,0.0,0.54,1.91,0.0,0.0,0.0,0.35,0.3411355548387098,0.29,2600.0,12999.0,0.0,1.03,15.4,2013-12-09,-105.0,-0.3
0.0,0.0,1.424,1.49,120.0,0.0,40.0,1.144,0.203,0.537,80.0,480.0,0.0,4.449,15.0,2013-12-09,-61.5,-0.3
0.0,374.0,47.8527,3.03,0.0,0.04,374.0,1.28609,0.120181,0.28739899999999996,374.0,7854.0,18700.0,4.08513,14.5,2013-12-09,-61.5,-0.3
0.0,0.0,0.79,1.33,0.0,0.0,0.0,0.75,0.11,0.36,0.0,6800.0,4400.0,2.16,15.7,2013-12-09,-105.0,-0.3
4571.891304347826,30.0,5.6,0.89,20.0,0.0,2030.125,12.57,0.3411355548387098,1.54,3853.8478260869565,11095.0,0.0,18.69,11.1,2013-12-11,-1.0,-0.3
0.0,0.0,1.5,4.67,0.0,0.0,0.0,11.58,0.49,1.33,2665.0,0.0,5331.0,18.27,11.9,2013-12-13,37.0,-0.3
0.0,0.0,1.548,1.85,0.0,0.0,0.0,1.972,0.264,0.552,0.0,2088.0,696.0,5.446,14.0,2013-12-16,-6.5,-0.3
0.0,0.0,0.56,2.02,0.0,0.0,0.0,0.28,0.3411355548387098,0.29,2600.0,10399.0,0.0,1.01,16.9,2013-12-16,-13.0,-0.3
0.0,0.0,10.448,3.4142487393617085,0.0,0.0,0.0,0.510709,0.09072899999999999,0.18293399999999999,748.0,2618.0,15708.0,0.9788680000000001,14.0,2013-12-16,-6.5,-0.3
0.0,0.0,0.4,4.92,0.0,0.0,0.0,0.47,0.11,0.32,800.0,26800.0,27600.0,1.11,15.6,2013-12-16,-13.0,-0.3
4571.891304347826,30.0,3.52,2.66,180.0,0.0,2030.125,12.24,0.3411355548387098,1.41,3853.8478260869565,11095.0,0.0,19.51,10.7,2013-12-18,116.0,-0.3
0.0,0.0,1.44,8.5,1066.0,0.0,0.0,1.28,0.01,0.39,3198.0,0.0,0.0,1.84,12.8,2013-12-18,116.0,-0.3
0.0,0.0,1.15,0.83,0.0,0.0,0.0,0.21,0.3411355548387098,0.25,0.0,5200.0,0.0,1.14,16.0,2013-12-23,-3.0,-0.3
0.0,0.0,5.178586145833333,0.85,0.0,0.0,0.0,2.6215399621621613,0.3411355548387098,0.7451005260416669,400.0,13600.0,0.0,7.699838027027026,15.3,2013-12-30,1.0,-0.3
0.0,0.0,27.4577,3.4142487393617085,0.0,0.0,0.0,2.1545099999999997,0.799929,0.46441899999999997,2992.0,0.0,0.0,4.25217,14.5,2013-12-31,27.5,-0.3
0.0,0.0,4.882,1.01,80.0,0.0,40.0,0.584,0.218,0.449,80.0,800.0,0.0,4.214,14.0,2014-01-05,-17.5,-0.4
0.0,0.0,3.48,1.73,1066.0,0.0,0.0,2.97,0.15,0.65,533.0,2132.0,1066.0,5.63,13.6,2014-01-05,-11.0,-0.4
0.0,0.0,0.77,1.93,0.0,0.0,0.0,0.21,0.4172620773809526,0.28,7800.0,5200.0,0.0,2.15,15.8,2014-01-06,-26.0,-0.4
0.0,0.0,0.17,0.91,0.0,0.0,0.0,0.06,0.02,0.14,400.0,4000.0,0.0,2.37,15.7,2014-01-06,-26.0,-0.4
0.0,0.0,20.6965,9.21,748.0,0.0,0.0,2.17386,0.09256900000000001,0.353598,7106.0,374.0,0.0,6.85314,15.2,2014-01-06,-14.5,-0.4
937.2410256410257,0.0,5.56,1.9,0.0,0.0,968.1846153846154,8.85,0.4172620773809526,1.44,4155.671794871795,8530.082051282052,0.0,15.73,11.4,2014-01-08,91.0,-0.4
0.0,0.0,4.16,1.06,0.0,0.0,0.0,12.89,0.23,1.41,0.0,2132.0,0.0,12.13,13.5,2014-01-10,68.0,-0.4
0.0,0.0,250.0,1.71,0.0,0.0,0.0,0.368,0.078,0.297,0.0,464.0,0.0,3.653,13.0,2014-01-13,-30.0,-0.4
7800.0,0.0,1.36,2.17,0.0,0.0,0.0,3.484583671717171,0.1,0.23,2600.0,0.0,0.0,1.29,15.6,2014-01-13,-56.0,-0.4
0.0,0.0,6.191938625592413,1.23,0.0,0.0,0.0,3.484583671717171,0.4172620773809526,0.7035187272727271,0.0,4800.0,0.0,7.958343613861382,15.4,2014-01-13,-56.0,-0.4
0.0,748.0,1.5489,1.12,0.0,0.0,0.0,1.1336,0.07326,0.304627,1496.0,0.0,0.0,4.09293,15.8,2014-01-13,-30.0,-0.4
937.2410256410257,0.0,4.26,1.67,50.0,0.0,968.1846153846154,7.58,0.4172620773809526,1.11,4155.671794871795,8530.082051282052,0.0,13.84,11.4,2014-01-15,-8.0,-0.4
0.0,0.0,1.58,1.2,0.0,0.0,0.0,7.69,0.25,0.88,0.0,0.0,0.0,10.68,13.0,2014-01-17,-5.0,-0.4
0.0,0.0,44.217,1.38,0.0,0.0,0.0,0.521,0.12,0.367,0.0,2784.0,0.0,4.43,15.0,2014-01-20,1.5,-0.4
0.0,0.0,3.28148,2.707855383084577,0.0,0.0,0.0,1.11811,0.179944,0.239308,374.0,0.0,0.0,5.99403,15.0,2014-01-20,1.5,-0.4
0.0,0.0,1.0,0.91,0.0,0.0,0.0,0.39,0.11,0.25,0.0,5600.0,0.0,4.18,15.5,2014-01-20,3.0,-0.4
5200.0,0.0,0.6,1.87,0.0,0.0,0.0,3.484583671717171,0.4172620773809526,0.19,2600.0,0.0,0.0,1.54,16.3,2014-01-21,5.0,-0.4
937.2410256410257,0.0,4.82,1.87,217.50471698113208,0.0,968.1846153846154,6.96,0.4172620773809526,1.29,4155.671794871795,8530.082051282052,0.0,15.35,10.5,2014-01-22,60.0,-0.4
0.0,0.0,2.38,1.34,533.0,0.0,0.0,4.84,0.16,0.67,0.0,0.0,0.0,5.95,13.5,2014-01-24,-75.0,-0.4
0.0,0.0,29.079,0.63,0.0,0.0,0.0,0.526,0.184,0.463,0.0,464.0,0.0,4.661,14.0,2014-01-27,55.0,-0.4
2600.0,0.0,0.47,1.9,0.0,0.0,0.0,3.484583671717171,0.4172620773809526,0.25,0.0,0.0,0.0,2.31,17.0,2014-01-27,72.0,-0.4
0.0,0.0,4.02281,2.707855383084577,0.0,0.0,0.0,1.11857,0.217552,0.400802,46634.0,46634.0,3886.0,4.65642,16.0,2014-01-27,55.0,-0.4
0.0,0.0,0.74,0.92,0.0,0.0,0.0,0.09,0.01,0.23,0.0,9600.0,0.0,2.9,16.4,2014-01-27,72.0,-0.4
937.2410256410257,0.0,6.05,1.11,217.50471698113208,0.0,968.1846153846154,6.2,0.4172620773809526,1.15,4155.671794871795,8530.082051282052,0.0,12.56,13.2,2014-01-29,83.0,-0.4
0.0,0.0,3.9,1.16,1066.0,0.0,0.0,2.99,0.07,0.83,0.0,0.0,0.0,3.75,13.0,2014-01-31,89.0,-0.4
0.0,0.0,11.105,0.92,0.0,0.0,0.0,0.909,0.212,0.541,0.0,928.0,0.0,5.521,9.0,2014-02-03,50.0,-0.4
7800.0,0.0,0.29,2.52,0.0,0.0,0.0,3.7499939787234045,0.5323274322580646,0.22,2600.0,0.0,0.0,3.86,16.0,2014-02-03,47.0,-0.4
0.0,0.0,8.478110000000001,2.3268797379679143,0.0,0.0,374.0,1.64343,0.285248,0.407277,4114.0,1122.0,6732.0,5.17964,15.0,2014-02-03,50.0,-0.4
0.0,0.0,0.33,1.01,0.0,0.0,0.0,0.35,0.11,0.25,800.0,5600.0,0.0,3.7,15.5,2014-02-03,47.0,-0.4
354.33513513513515,0.0,9.38,1.48,90.0,0.0,1644.2,5.24,0.5323274322580646,1.31,9025.275675675675,14251.518918918919,0.0,16.25,10.6,2014-02-05,28.0,-0.4
0.0,0.0,115.724,2.55,0.0,0.0,0.0,1.269,0.076,0.248,0.0,11602.0,928.0,2.299,14.0,2014-02-10,98.0,-0.4
15599.0,5200.0,0.15,7.52,0.0,0.0,0.0,3.7499939787234045,0.5323274322580646,0.31,10399.0,0.0,0.0,5.36,15.6,2014-02-10,131.0,-0.4
0.0,0.0,0.9,1.47,0.0,0.0,0.0,0.93,0.08,0.36,2000.0,6400.0,0.0,4.0,15.5,2014-02-10,131.0,-0.4
0.0,0.0,0.7948109999999999,2.3268797379679143,0.0,0.0,0.0,0.798227,0.066958,0.391084,9716.0,48578.0,82582.0,4.29293,15.0,2014-02-10,98.0,-0.4
354.33513513513515,0.0,6.1,1.29,0.0,0.0,1644.2,5.59,0.5323274322580646,1.03,9025.275675675675,14251.518918918919,0.0,15.21,11.9,2014-02-12,46.0,-0.4
0.0,0.0,14.35,0.87,0.0,0.0,0.0,0.359,0.029,0.245,0.0,1392.0,8817.0,0.515,11.0,2014-02-17,95.5,-0.4
2600.0,0.0,0.95,1.45,0.0,0.0,0.0,3.7499939787234045,0.5323274322580646,0.6637899898989901,0.0,90995.0,18199.0,10.49066748691099,16.1,2014-02-17,100.0,-0.4
0.0,0.0,1.2971700000000002,2.3268797379679143,0.0,0.0,0.0,0.41068000000000005,0.006537,0.306858,7480.0,748.0,3740.0,2.12036,15.5,2014-02-17,95.5,-0.4
400.0,0.0,0.57,1.28,0.0,0.05,0.0,0.01,0.07,0.12,1600.0,66800.0,9200.0,0.61,15.5,2014-02-17,100.0,-0.4
0.0,0.0,3.99,1.48,0.0,0.0,0.0,6.95,0.42,1.08,0.0,1599.0,0.0,11.62,11.9,2014-02-17,91.0,-0.4
354.33513513513515,0.0,5.2,3.66,0.0,0.09679600000000001,1644.2,5.06,0.5323274322580646,1.02,9025.275675675675,14251.518918918919,0.0,13.17,12.5,2014-02-19,168.0,-0.4
0.0,0.0,2.84,1.08,0.0,0.0,0.0,10.16,0.29,0.92,0.0,0.0,0.0,12.66,13.2,2014-02-23,36.0,-0.4
2600.0,0.0,0.41,2.49,0.0,0.0,0.0,3.7499939787234045,0.5323274322580646,0.17,2600.0,20799.0,12999.0,10.49066748691099,16.5,2014-02-24,16.0,-0.4
0.0,0.0,0.791358,2.3268797379679143,374.0,0.0,0.0,0.76593,0.106118,0.52404,22440.0,748.0,1496.0,3.59979,16.0,2014-02-24,11.0,-0.4
2400.0,0.0,0.76,2.34,0.0,0.0,0.0,0.06,0.1,0.12,24400.0,12800.0,800.0,2.35,16.6,2014-02-24,16.0,-0.4
354.33513513513515,0.0,4.11,2.07,304.37254901960785,0.0,1644.2,4.03,0.5323274322580646,0.97,9025.275675675675,14251.518918918919,0.0,9.97,12.4,2014-02-26,-145.0,-0.4
0.0,0.0,4.75,1.46,0.0,0.0,0.0,13.27,0.3,1.5,0.0,0.0,0.0,16.71,13.6,2014-03-02,-16.0,-0.2
0.0,0.0,1.37,2.38,0.0,0.0,0.0,0.44,0.15,0.28,0.0,2600.0,0.0,2.42,16.1,2014-03-03,36.0,-0.2
0.0,0.0,1.12923,3.7022013507109017,0.0,0.0,0.0,1.27468,0.13525299999999998,0.39064699999999997,374.0,2992.0,0.0,2.34879,15.5,2014-03-03,14.0,-0.2
0.0,0.0,0.78,1.24,0.0,0.0,0.0,0.26,0.08,0.23,800.0,8800.0,0.0,2.37,16.3,2014-03-03,36.0,-0.2
0.0,0.0,4.824,1.56,0.0,0.0,0.0,1.85,0.111,0.416,0.0,4177.0,0.0,3.631,14.0,2014-03-04,32.5,-0.2
74.87878787878788,0.0,5.88,2.27,300.10648148148147,0.0,1673.3333333333333,7.32,0.3372759583333334,1.04,12239.924242424242,18893.757575757576,550.0,16.77,12.2,2014-03-06,82.0,-0.2
0.0,0.0,1.67,2.11,0.0,0.0,0.0,4.75,0.17,0.42,533.0,0.0,0.0,6.79,14.5,2014-03-09,0.0,-0.2
0.0,0.0,0.67,6.23,0.0,0.0,0.0,4.355015076190475,0.3372759583333334,0.6468510414746544,93594.0,0.0,0.0,2.67,17.1,2014-03-10,87.0,-0.2
0.0,0.0,0.36,2.89,464.0,0.0,0.0,0.204,0.032,0.194,5105.0,11602.0,0.0,2.938,15.0,2014-03-10,123.5,-0.2
0.0,0.0,0.74,1.33,0.0,0.0,0.0,0.25,0.08,0.19,2000.0,0.0,0.0,3.37,16.8,2014-03-10,87.0,-0.2
0.0,374.0,10.1791,3.7022013507109017,0.0,0.0,0.0,0.951407,0.08340700000000001,0.28316199999999997,9724.0,0.0,0.0,6.06039,17.0,2014-03-10,123.5,-0.2
74.87878787878788,0.0,4.52,2.83,510.0,0.08778,1673.3333333333333,2.87,0.3372759583333334,0.55,12239.924242424242,18893.757575757576,14500.0,8.84,12.4,2014-03-12,-13.0,-0.2
0.0,0.0,4.719,3.7022013507109017,232.0,0.0,0.0,0.167,0.221,0.842,1624.0,1856.0,0.0,4.861,15.0,2014-03-17,263.5,-0.2
0.0,0.0,0.33,1.58,0.0,0.0,0.0,4.355015076190475,0.1,0.14,5200.0,0.0,0.0,2.49,17.4,2014-03-17,261.0,-0.2
74.87878787878788,333.16438356164383,4.597589811926605,1.76,300.10648148148147,0.0,1673.3333333333333,4.355015076190475,0.3372759583333334,0.6468510414746544,12239.924242424242,18893.757575757576,17400.659452054795,10.235649000000002,14.23415178571429,2014-03-17,263.5,-0.2
0.0,0.0,2.73,2.22,533.0,0.0,0.0,6.47,0.09,0.78,533.0,5331.0,4265.0,6.47,13.1,2014-03-17,266.0,-0.2
400.0,0.0,0.38,1.38,0.0,0.0,0.0,0.1,0.09,0.18,4800.0,24400.0,0.0,3.18,17.7,2014-03-17,261.0,-0.2
74.87878787878788,0.0,2.49,3.01,820.0,0.14352,1673.3333333333333,2.35,0.3372759583333334,0.54,12239.924242424242,18893.757575757576,7300.0,10.55,12.1,2014-03-19,20.0,-0.2
0.0,0.0,23.441,1.32,0.0,0.0,0.0,1.069,0.184,0.967,2784.0,12762.0,0.0,7.791,16.0,2014-03-24,63.5,-0.2
0.0,0.0,0.96,2.79,0.0,0.0,0.0,0.59,0.11,0.27,15599.0,0.0,0.0,3.75,15.6,2014-03-24,87.0,-0.2
0.0,0.0,0.64,1.59,400.0,0.0,0.0,0.05,0.06,0.19,2400.0,14800.0,0.0,3.66,17.9,2014-03-24,87.0,-0.2
0.0,0.0,4.95,3.7022013507109017,0.0,0.0,0.0,3.48478,0.345817,0.200706,374.0,0.0,2244.0,8.46,15.5,2014-03-25,131.5,-0.2
74.87878787878788,0.0,4.42,5.6,10.0,1.6844,1673.3333333333333,4.77,0.3372759583333334,0.73,12239.924242424242,18893.757575757576,135850.0,11.06,12.7,2014-03-26,44.0,-0.2
0.0,0.0,2.75,4.76,0.0,0.0,0.0,3.95,0.13,0.66,0.0,0.0,54374.0,3.35,12.7,2014-03-30,51.0,-0.2
0.0,0.0,51.96,3.7022013507109017,0.0,0.0,0.0,11.569,0.718,1.319,0.0,30629.0,0.0,14.033,12.0,2014-03-31,51.0,-0.2
0.0,0.0,4.597589811926605,5.87,0.0,0.0,0.0,4.355015076190475,0.3372759583333334,0.6468510414746544,2600.0,23399.0,33798.0,10.235649000000002,13.5,2014-03-31,95.0,-0.2
74.87878787878788,333.16438356164383,4.597589811926605,0.97,300.10648148148147,0.0,1673.3333333333333,4.355015076190475,0.3372759583333334,0.6468510414746544,12239.924242424242,18893.757575757576,17400.659452054795,10.235649000000002,14.23415178571429,2014-03-31,51.0,-0.2
0.0,0.0,3.38,5.87,0.0,0.0,0.0,13.4,0.67,0.93,2600.0,23399.0,33798.0,11.76,13.5,2014-03-31,95.0,-0.2
0.0,748.0,10.5054,3.7022013507109017,0.0,0.0,0.0,1.80086,0.204489,0.36956300000000003,14212.0,1496.0,34034.0,7.2,16.0,2014-03-31,51.0,-0.2
0.0,0.0,0.52,2.06,0.0,0.0,0.0,0.12,0.08,0.19,1200.0,68400.0,0.0,4.76,16.8,2014-04-01,73.0,0.1
37.875,0.0,3.28,5.84,210.0,0.8036399999999999,2433.1774193548385,0.81,0.38837398089171976,0.44,24964.41935483871,31006.7688172043,248800.0,6.1,12.1,2014-04-03,4.0,0.1
0.0,0.0,6.411,11.72,0.0,0.0,0.0,4.766,0.218,0.472,5198.0,785583.0,17820.0,5.824,14.628909952606634,2014-04-07,23.0,0.1
0.0,0.0,2.31,2.91,0.0,0.0,0.0,11.29,0.23,1.13,0.0,19191.0,37315.0,12.03,12.5,2014-04-07,23.0,0.1
0.0,0.0,0.37,5.19,0.0,0.0,400.0,0.13,0.01,0.18,77600.0,29600.0,0.0,5.64,17.8,2014-04-07,23.0,0.1
0.0,0.0,5.44,2.35,0.0,0.07,0.0,0.47500699999999996,0.138326,0.158859,174879.0,168272.0,563499.0,1.1,16.0,2014-04-07,23.0,0.1
0.0,0.0,0.53,6.57,0.0,0.13,0.0,0.3,0.38837398089171976,0.3,13866.0,180256.0,325847.0,9.564762279187816,14.8,2014-04-08,34.0,0.1
37.875,0.0,3.05,2.42,690.0,0.6661600000000001,2433.1774193548385,0.49,0.38837398089171976,0.3,24964.41935483871,31006.7688172043,61850.0,7.51,15.7,2014-04-09,94.0,0.1
0.0,0.0,4.02,8.45,0.0,0.0,0.0,12.89,0.27,1.13,0.0,84759.0,127405.0,5.36,10.9,2014-04-14,64.0,0.1
0.0,0.0,10.3622,1.91,0.0,0.0,0.0,1.29354,0.201125,27.345,24310.0,748.0,3366.0,3.24,17.0,2014-04-14,47.5,0.1
0.0,0.0,0.58,4.15,0.0,0.0,0.0,0.32,0.04,0.15,2800.0,103200.0,188000.0,2.12,15.1,2014-04-14,31.0,0.1
0.0,0.0,10.744,1.66,0.0,0.0,0.0,1.159,0.029,0.303,2320.0,0.0,63578.0,2.07,14.0,2014-04-15,170.0,0.1
0.0,0.0,0.46,4.26,0.0,0.06,0.0,0.28,0.2,0.23,2600.0,12999.0,46797.0,9.564762279187816,15.1,2014-04-15,132.0,0.1
37.875,344.66990291262135,1.66,5.74,384.76020408163265,0.6695800000000001,2433.1774193548385,1.05,0.38837398089171976,0.4,24964.41935483871,31006.7688172043,36775.796116504855,6.02,14.7,2014-04-16,211.0,0.1
0.0,0.0,13.149,1.03,0.0,0.0,464.0,1.161,0.158,0.594,464.0,1160.0,0.0,4.267,13.0,2014-04-21,110.5,0.1
0.0,0.0,0.44,2.09,0.0,0.0,0.0,4.802533765000003,0.38837398089171976,0.17,2600.0,0.0,15599.0,9.564762279187816,16.3,2014-04-21,109.0,0.1
0.0,0.0,1.56,11.9,0.0,0.05,0.0,6.83,0.05,0.69,0.0,163655.0,386481.0,3.69,14.1,2014-04-21,112.0,0.1
0.0,0.0,9.21,3.51,374.0,0.05,0.0,0.58625,0.127929,0.292152,16830.0,1496.0,11968.0,2.93,17.0,2014-04-21,110.5,0.1
0.0,0.0,1.0,1.56,0.0,0.0,0.0,0.91,0.08,0.24,2400.0,7600.0,0.0,2.12,16.8,2014-04-21,109.0,0.1
37.875,0.0,4.09,4.24,384.76020408163265,0.09192,2433.1774193548385,22.5,0.38837398089171976,1.76,24964.41935483871,31006.7688172043,2750.0,30.95,9.7,2014-04-23,101.0,0.1
0.0,0.0,6.764,0.56,0.0,0.0,0.0,15.901,0.436,1.565,0.0,464.0,0.0,17.695,11.0,2014-04-28,100.5,0.1
0.0,0.0,1.49,2.79,0.0,0.0,0.0,8.22,0.29,0.57,0.0,2600.0,2600.0,8.31,14.3,2014-04-28,115.0,0.1
0.0,0.0,3.85,2.05,0.0,0.0,0.0,17.8,0.36,1.52,0.0,19191.0,53308.0,18.48,11.2,2014-04-28,86.0,0.1
0.0,0.0,7.92,3.85,0.0,0.0,748.0,1.26435,0.118477,0.316957,9350.0,748.0,748.0,4.63,15.0,2014-04-28,100.5,0.1
0.0,0.0,2.31,1.73,0.0,0.0,0.0,0.53,0.05,0.17,4800.0,3200.0,0.0,2.62,17.9,2014-04-28,115.0,0.1
37.875,0.0,2.52,12.5,384.76020408163265,1.23322,2433.1774193548385,2.07,0.38837398089171976,0.69,24964.41935483871,31006.7688172043,174500.0,4.91,13.0,2014-04-30,-14.0,0.1
0.0,0.0,0.58,2.24,0.0,0.0,0.0,3.544925630541871,0.7844874567901234,0.2,2600.0,10399.0,0.0,2.34,18.1,2014-05-04,184.0,0.3
0.0,0.0,11.413,8.07,0.0,0.2,0.0,3.395,0.23,0.765,0.0,0.0,179689.0,4.931,15.0,2014-05-05,217.0,0.3
0.0,0.0,1.07,3.1,0.0,0.08,0.0,1.07,0.01,0.29,0.0,29319.0,159390.0,2.22,15.709216589861757,2014-05-05,188.0,0.3
0.0,0.0,0.45,2.2,0.0,0.0,0.0,1.63,0.07,0.29,800.0,5600.0,0.0,5.55,16.7,2014-05-05,246.0,0.3
0.0,0.0,5.23,4.48,0.0,0.3,374.0,1.4346700000000001,0.436101,0.36748000000000003,7480.0,77418.0,2244.0,5.21,18.0,2014-05-05,217.0,0.3
23.727448979591838,20.0,1.93,7.8,445.7923444976077,5.55474,4326.09693877551,11.77,0.7844874567901234,0.89,15051.808163265305,57505.85051020408,170050.0,16.68,10.3,2014-05-07,144.0,0.3
0.0,0.0,6.155,4.11,0.0,0.63,0.0,3.012,0.176,0.854,464.0,11602.0,134117.0,0.833,13.0,2014-05-12,30.5,0.3
0.0,0.0,1.58,13.65,0.0,0.17306208919125307,0.0,7.49,0.29,0.78,0.0,0.0,363558.0,8.83,11.6,2014-05-12,38.0,0.3
0.0,0.0,1.19,0.57,0.0,0.0,0.0,0.1,0.04,0.16,800.0,8400.0,3600.0,3.04,18.8,2014-05-12,23.0,0.3
0.0,0.0,0.88,2.25,0.0,0.06,5200.0,3.544925630541871,0.7844874567901234,0.17,15599.0,15599.0,12999.0,1.39,16.4,2014-05-12,23.0,0.3
0.0,0.0,5.03,12.35,0.0,1.6,0.0,0.680761,0.11760799999999999,0.080487,6412.0,336739.0,563499.0,2.34,17.0,2014-05-12,30.5,0.3
23.727448979591838,60.0,1.19,6.08,445.7923444976077,3.4352,4326.09693877551,0.63,0.7844874567901234,0.19,15051.808163265305,57505.85051020408,170850.0,4.07,14.6,2014-05-14,18.0,0.3
0.0,0.0,35.57,0.88,0.0,0.0,928.0,0.777,0.086,0.726,6497.0,0.0,11138.0,3.367,17.0,2014-05-19,187.0,0.3
0.0,0.0,2.41,1.87,0.0,0.0,0.0,0.37,0.7844874567901234,0.13,2600.0,5200.0,0.0,1.79,19.8,2014-05-19,235.0,0.3
0.0,0.0,2.65,2.79,0.0,0.0,0.0,2.15,0.02,0.45,0.0,21323.0,49576.0,1.37,15.9,2014-05-19,139.0,0.3
0.0,0.0,0.81,0.7,0.0,0.0,0.0,0.15,0.06,0.17,400.0,27600.0,4000.0,5.11,19.2,2014-05-19,235.0,0.3
0.0,0.0,33.2842,3.15,3886.0,0.2,0.0,1.3837,0.592742,0.326081,42748.0,101041.0,27203.0,8.25,19.0,2014-05-19,187.0,0.3
23.727448979591838,350.0,4.94,4.17,490.0,0.15,4326.09693877551,11.35,0.7844874567901234,1.1,15051.808163265305,57505.85051020408,47600.0,18.99,12.8,2014-05-21,85.0,0.3
0.0,0.0,26.8104,4.96,374.0,0.0,0.0,0.428922,0.040033,0.283866,5610.0,5610.0,374.0,4.61,19.0,2014-05-26,167.0,0.3
0.0,0.0,8.75841350230415,4.871630857142859,0.0,0.46,464.0,0.59,0.7844874567901234,0.6703668623853211,0.0,1856.0,95135.0,0.59,15.0,2014-05-27,202.0,0.3
0.0,0.0,1.18,1.08,2600.0,0.0,0.0,3.544925630541871,0.7844874567901234,0.2,0.0,15599.0,0.0,1.48,19.6,2014-05-27,128.0,0.3
0.0,0.0,1.72,0.74,0.0,0.0,0.0,0.23,0.03,0.16,800.0,15600.0,1600.0,5.36,20.7,2014-05-27,128.0,0.3
0.0,0.0,46.84,1.75,0.0,0.46,464.0,0.371,0.063,0.536,0.0,1856.0,95135.0,1.52,15.0,2014-05-28,216.5,0.3
23.727448979591838,230.0,0.44,4.87,445.7923444976077,0.592932,4326.09693877551,0.02,0.7844874567901234,0.15,15051.808163265305,57505.85051020408,26750.0,2.47,14.3,2014-05-28,304.0,0.3
0.0,0.0,22.409,2.22,2784.0,0.0,464.0,0.473,0.082,0.595,20419.0,0.0,0.0,6.298,16.0,2014-06-02,169.5,0.2
0.0,0.0,0.65,1.78,0.0,0.0,2600.0,1.2195392051282048,0.31565376875000006,0.18,12999.0,15599.0,2600.0,5.963902827751196,19.3,2014-06-02,177.0,0.2
0.0,0.0,2.01,1.5,0.0,0.05347990093148797,0.0,1.79,0.22,0.6,0.0,73565.0,115145.0,4.18,17.4545871559633,2014-06-02,162.0,0.2
0.0,0.0,0.92,0.93,0.0,0.0,0.0,0.28,0.04,0.2,1200.0,20000.0,1600.0,4.73,21.3,2014-06-02,177.0,0.2
0.0,0.0,11.4631,2.4,0.0,0.0,374.0,0.8508319999999999,0.191073,0.178978,1122.0,0.0,4114.0,7.6,21.0,2014-06-02,169.5,0.2
82.4828217821782,190.0,1.29,3.37,730.0,16.22,9492.468762376237,0.48,0.31565376875000006,0.23,11154.292574257426,38448.71782178218,23150.0,3.32,14.0,2014-06-04,187.0,0.2
0.0,0.0,1.02,2.54,0.0,0.0,0.0,1.2195392051282048,0.31565376875000006,0.19,5200.0,5200.0,0.0,1.81,18.3,2014-06-09,78.0,0.2
0.0,0.0,2.042,3.01,464.0,0.0,0.0,0.378,0.055,0.452,13922.0,9281.0,6961.0,5.815,16.0,2014-06-09,95.0,0.2
748.0,0.0,0.42,0.54,0.0,0.0,0.0,0.636252,0.038563,0.307174,10098.0,374.0,748.0,2.67,18.0,2014-06-09,95.0,0.2
0.0,0.0,0.81,1.3,0.0,0.0,0.0,0.12,0.03,0.18,23200.0,27200.0,0.0,6.59,20.5,2014-06-09,78.0,0.2
82.4828217821782,760.0,2.81,8.8,5200.0,0.0,9492.468762376237,0.53,0.31565376875000006,0.5,11154.292574257426,38448.71782178218,0.0,8.04,14.3,2014-06-11,125.0,0.2
0.0,0.0,0.6,7.19,0.0,0.0,0.0,1.94,0.06,0.14,0.0,47977.0,212698.0,0.72,17.4545871559633,2014-06-11,125.0,0.2
0.0,0.0,57.656,1.04,0.0,0.13,0.0,0.769,0.115,0.423,232.0,5105.0,13690.0,3.338,17.0,2014-06-16,293.0,0.2
